chromosome	position	polarity
chromosome_18	482565	0
chromosome_18	482592	0
chromosome_18	482645	0
chromosome_18	482650	1
chromosome_18	482651	1
chromosome_18	482663	0
chromosome_18	482674	0
chromosome_18	482772	0
chromosome_18	482802	0
chromosome_18	482817	1
chromosome_18	482836	1
chromosome_18	482956	1
chromosome_18	482970	0
chromosome_18	482977	1
chromosome_18	483159	0
chromosome_18	483510	0
chromosome_18	483522	1
chromosome_18	483526	1
chromosome_18	483564	0
chromosome_18	483570	1
chromosome_18	483598	1
chromosome_18	483603	0
chromosome_18	483627	0
chromosome_18	483659	0
chromosome_18	483689	0
chromosome_18	483690	0
chromosome_18	483729	1
chromosome_18	483762	0
chromosome_18	483779	0
chromosome_18	483781	1
chromosome_18	483794	0
chromosome_18	483802	0
chromosome_18	483839	1
chromosome_18	483859	0
chromosome_18	483920	0
chromosome_18	483956	1
chromosome_18	483992	0
chromosome_18	483997	1
chromosome_18	484079	1
chromosome_18	484128	0
chromosome_18	484130	0
chromosome_18	484252	1
chromosome_18	484328	0
chromosome_18	484332	0
chromosome_18	484368	1
chromosome_18	484383	0
chromosome_18	484418	0
chromosome_18	484422	1
chromosome_18	484427	0
chromosome_18	484430	0
chromosome_18	484431	1
chromosome_18	484493	0
chromosome_18	484494	1
chromosome_18	484495	1
chromosome_18	484565	1
chromosome_18	484573	1
chromosome_18	484584	1
chromosome_18	484589	1
chromosome_18	484608	1
chromosome_18	484609	1
chromosome_18	484681	0
chromosome_18	484706	1
chromosome_18	484730	1
chromosome_18	484824	1
chromosome_18	484827	1
chromosome_18	484836	1
chromosome_18	484837	1
chromosome_18	484862	1
chromosome_18	484919	0
chromosome_18	484921	1
chromosome_18	484927	0
chromosome_18	484939	0
chromosome_18	484940	0
chromosome_18	484999	0
chromosome_18	485014	1
chromosome_18	485059	1
chromosome_18	485125	1
chromosome_18	485132	0
chromosome_18	485152	0
chromosome_18	485166	1
chromosome_18	485175	0
chromosome_18	485181	1
chromosome_18	485198	1
chromosome_18	485252	1
chromosome_18	485269	1
chromosome_18	485272	0
chromosome_18	485278	0
chromosome_18	485350	0
chromosome_18	485379	1
chromosome_18	485416	0
chromosome_18	485515	0
chromosome_18	485530	1
chromosome_18	485616	0
chromosome_18	485792	0
chromosome_18	485857	0
chromosome_18	485878	1
chromosome_18	485900	0
chromosome_18	485910	1
chromosome_18	486057	0
chromosome_18	486095	0
chromosome_18	486175	0
chromosome_18	486247	0
chromosome_18	486253	1
chromosome_18	486261	1
chromosome_18	486292	0
chromosome_18	486298	1
chromosome_18	486314	0
chromosome_18	486327	1
chromosome_18	486382	0
chromosome_18	486435	1
chromosome_18	486477	0
chromosome_18	486489	0
chromosome_18	486508	0
chromosome_18	486558	1
chromosome_18	486561	0
chromosome_18	486575	0
chromosome_18	486607	0
chromosome_18	486615	1
chromosome_18	486617	1
chromosome_18	486619	0
chromosome_18	486662	1
chromosome_18	486750	0
chromosome_18	486764	0
chromosome_18	486768	1
chromosome_18	486771	1
chromosome_18	486802	0
chromosome_18	486811	0
chromosome_18	486832	0
chromosome_18	486862	1
chromosome_18	486873	0
chromosome_18	486954	0
chromosome_18	487139	1
chromosome_18	487162	0
chromosome_18	487183	1
chromosome_18	487254	1
chromosome_18	487256	1
chromosome_18	487286	1
chromosome_18	487361	0
chromosome_18	487389	1
chromosome_18	487485	0
chromosome_18	487492	1
chromosome_18	487518	0
chromosome_18	487544	1
chromosome_18	487552	1
chromosome_18	487553	1
chromosome_18	487574	0
chromosome_18	487605	1
chromosome_18	487774	0
chromosome_18	487847	0
chromosome_18	487856	1
chromosome_18	487872	0
chromosome_18	487882	0
chromosome_18	487886	1
chromosome_18	487929	1
chromosome_18	487940	1
chromosome_18	487942	1
chromosome_18	488035	1
chromosome_18	488091	1
chromosome_18	488094	1
chromosome_18	488096	0
chromosome_18	488109	1
chromosome_18	488118	1
chromosome_18	488158	0
chromosome_18	488177	1
chromosome_18	488240	1
chromosome_18	488258	0
chromosome_18	488285	0
chromosome_18	488348	0
chromosome_18	488368	0
chromosome_18	488441	0
chromosome_18	488447	1
chromosome_18	488469	0
chromosome_18	488510	1
chromosome_18	488514	0
chromosome_18	488517	0
chromosome_18	488538	0
chromosome_18	488579	0
chromosome_18	488582	0
chromosome_18	488605	1
chromosome_18	488631	0
chromosome_18	488667	1
chromosome_18	488703	1
chromosome_18	488706	0
chromosome_18	488709	1
chromosome_18	488753	0
chromosome_18	488775	1
chromosome_18	488778	1
chromosome_18	488786	1
chromosome_18	488811	1
chromosome_18	488836	1
chromosome_18	488837	1
chromosome_18	488844	1
chromosome_18	488846	0
chromosome_18	488862	0
chromosome_18	488874	0
chromosome_18	488919	1
chromosome_18	488930	0
chromosome_18	488994	1
chromosome_18	489002	1
chromosome_18	489088	1
chromosome_18	489091	0
chromosome_18	489092	1
chromosome_18	489103	1
chromosome_18	489114	0
chromosome_18	489176	0
chromosome_18	489206	1
chromosome_18	489208	0
chromosome_18	489215	1
chromosome_18	489327	0
chromosome_18	489348	0
chromosome_18	489388	0
chromosome_18	489411	1
chromosome_18	489454	1
chromosome_18	489518	0
chromosome_18	489587	0
chromosome_18	489591	1
chromosome_18	489721	0
chromosome_18	489725	0
chromosome_18	489933	1
chromosome_18	489984	0
chromosome_18	490008	1
chromosome_18	490104	0
chromosome_18	490190	0
chromosome_18	490255	1
chromosome_18	490272	0
chromosome_18	490281	0
chromosome_18	490287	0
chromosome_18	490341	0
chromosome_18	490360	0
chromosome_18	490368	0
chromosome_18	490403	0
chromosome_18	490467	0
chromosome_18	490471	1
chromosome_18	490542	0
chromosome_18	490594	1
chromosome_18	490598	1
chromosome_18	490629	0
chromosome_18	490632	1
chromosome_18	490675	0
chromosome_18	490705	1
chromosome_18	490759	1
chromosome_18	490765	0
chromosome_18	490785	0
chromosome_18	490791	0
chromosome_18	490831	1
chromosome_18	490846	0
chromosome_18	490847	1
chromosome_18	490854	0
chromosome_18	490856	1
chromosome_18	490862	1
chromosome_18	490880	1
chromosome_18	490881	1
chromosome_18	490921	1
chromosome_18	490927	1
chromosome_18	490953	0
chromosome_18	490974	1
chromosome_18	490994	0
chromosome_18	491032	1
chromosome_18	491092	0
chromosome_18	491099	1
chromosome_18	491119	0
chromosome_18	491162	1
chromosome_18	491170	1
chromosome_18	491181	0
chromosome_18	491185	0
chromosome_18	491206	0
chromosome_18	491263	1
chromosome_18	491265	1
chromosome_18	491271	1
chromosome_18	491282	1
chromosome_18	491405	1
chromosome_18	491524	1
chromosome_18	491544	0
chromosome_18	491552	1
chromosome_18	491573	0
chromosome_18	491601	0
chromosome_18	491610	1
chromosome_18	491621	1
chromosome_18	491639	1
chromosome_18	491645	0
chromosome_18	491650	1
chromosome_18	491676	1
chromosome_18	491683	0
chromosome_18	491744	1
chromosome_18	491765	0
chromosome_18	491767	0
chromosome_18	491863	0
chromosome_18	491957	0
chromosome_18	491981	0
chromosome_18	492000	1
chromosome_18	492023	1
chromosome_18	492123	0
chromosome_18	492172	0
chromosome_18	492233	0
chromosome_18	492261	1
chromosome_18	492271	1
chromosome_18	492273	0
chromosome_18	492320	1
chromosome_18	492342	1
chromosome_18	492346	1
chromosome_18	492347	1
chromosome_18	492353	1
chromosome_18	492361	0
chromosome_18	492406	1
chromosome_18	492409	1
chromosome_18	492456	0
chromosome_18	492457	0
chromosome_18	492481	0
chromosome_18	492554	1
chromosome_18	492682	0
chromosome_18	492695	0
chromosome_18	492719	1
chromosome_18	492751	0
chromosome_18	492825	0
chromosome_18	492918	0
chromosome_18	492919	1
chromosome_18	492925	0
chromosome_18	492967	0
chromosome_18	492989	0
chromosome_18	493004	1
chromosome_18	493009	1
chromosome_18	493013	1
chromosome_18	493048	1
chromosome_18	493130	0
chromosome_18	493152	1
chromosome_18	493190	1
chromosome_18	493216	0
chromosome_18	493217	0
chromosome_18	493227	1
chromosome_18	493285	1
chromosome_18	493288	1
chromosome_18	493515	0
chromosome_18	493555	0
chromosome_18	493724	0
chromosome_18	493878	1
chromosome_18	494065	0
chromosome_18	494088	1
chromosome_18	494119	1
chromosome_18	494131	1
chromosome_18	494139	0
chromosome_18	494181	0
chromosome_18	494184	0
chromosome_18	494186	0
chromosome_18	494205	1
chromosome_18	494245	1
chromosome_18	494263	0
chromosome_18	494264	0
chromosome_18	494283	0
chromosome_18	494289	1
chromosome_18	494318	0
chromosome_18	494325	0
chromosome_18	494334	1
chromosome_18	494339	0
chromosome_18	494365	0
chromosome_18	494376	0
chromosome_18	494415	1
chromosome_18	494417	0
chromosome_18	494418	0
chromosome_18	494424	1
chromosome_18	494532	0
chromosome_18	494576	0
chromosome_18	494582	0
chromosome_18	494661	0
chromosome_18	494837	0
chromosome_18	494849	1
chromosome_18	494852	1
chromosome_18	494883	1
chromosome_18	494894	0
chromosome_18	494919	0
chromosome_18	494931	1
chromosome_18	494938	0
chromosome_18	494944	1
chromosome_18	494958	1
chromosome_18	495013	0
chromosome_18	495014	0
chromosome_18	495022	0
chromosome_18	495036	1
chromosome_18	495042	0
chromosome_18	495043	0
chromosome_18	495072	1
chromosome_18	495074	0
chromosome_18	495075	1
chromosome_18	495098	1
chromosome_18	495200	0
chromosome_18	495219	0
chromosome_18	495228	0
chromosome_18	495441	0
chromosome_18	495466	0
chromosome_18	495556	1
chromosome_18	495646	0
chromosome_18	495799	0
chromosome_18	495922	1
chromosome_18	496179	1
chromosome_18	496276	1
chromosome_18	496339	1
chromosome_18	496416	1
chromosome_18	496444	0
chromosome_18	496872	0
chromosome_18	496939	1
chromosome_18	496973	1
chromosome_18	496995	1
chromosome_18	497016	0
chromosome_18	497051	0
chromosome_18	497078	1
chromosome_18	497083	1
chromosome_18	497101	0
chromosome_18	497102	0
chromosome_18	497118	1
chromosome_18	497133	0
chromosome_18	497151	1
chromosome_18	497232	1
chromosome_18	497246	1
chromosome_18	497254	0
chromosome_18	497259	0
chromosome_18	497301	0
chromosome_18	497426	0
chromosome_18	497491	0
chromosome_18	497523	0
chromosome_18	497735	1
chromosome_18	498115	0
chromosome_18	498170	1
chromosome_18	498283	0
chromosome_18	498284	0
chromosome_18	498291	1
chromosome_18	498297	0
chromosome_18	498309	0
chromosome_18	498410	0
chromosome_18	498509	1
chromosome_18	498512	1
chromosome_18	498514	0
chromosome_18	498548	0
chromosome_18	498708	0
chromosome_18	498747	0
chromosome_18	498751	1
chromosome_18	498863	0
chromosome_18	498922	0
chromosome_18	498931	1
chromosome_18	498948	0
chromosome_18	498961	0
chromosome_18	499134	0
chromosome_18	499230	1
chromosome_18	499254	0
chromosome_18	499353	1
chromosome_19	483380	0
chromosome_19	483391	0
chromosome_19	483397	0
chromosome_19	483438	1
chromosome_19	483439	1
chromosome_19	483487	0
chromosome_19	483545	1
chromosome_19	483565	1
chromosome_19	483573	0
chromosome_19	483650	1
chromosome_19	483661	0
chromosome_19	483698	0
chromosome_19	483705	1
chromosome_19	483840	1
chromosome_19	483872	1
chromosome_19	483956	1
chromosome_19	483980	1
chromosome_19	483996	0
chromosome_19	483999	1
chromosome_19	484078	0
chromosome_19	484081	0
chromosome_19	484137	0
chromosome_19	484142	0
chromosome_19	484222	1
chromosome_19	484251	1
chromosome_19	484288	0
chromosome_19	484323	1
chromosome_19	484352	1
chromosome_19	484431	0
chromosome_19	484446	0
chromosome_19	484495	1
chromosome_19	484513	0
chromosome_19	484540	1
chromosome_19	484554	1
chromosome_19	484555	0
chromosome_19	484599	0
chromosome_19	484636	1
chromosome_19	484642	1
chromosome_19	484657	0
chromosome_19	484714	1
chromosome_19	484715	0
chromosome_19	484733	0
chromosome_19	484750	1
chromosome_19	484756	0
chromosome_19	484827	0
chromosome_19	484846	0
chromosome_19	484871	0
chromosome_19	484921	1
chromosome_19	485034	1
chromosome_19	485040	0
chromosome_19	485051	0
chromosome_19	485055	0
chromosome_19	485056	1
chromosome_19	485082	1
chromosome_19	485083	1
chromosome_19	485148	0
chromosome_19	485162	0
chromosome_19	485185	1
chromosome_19	485235	1
chromosome_19	485300	1
chromosome_19	485338	1
chromosome_19	485355	0
chromosome_19	485410	1
chromosome_19	485481	1
chromosome_19	485499	0
chromosome_19	485500	1
chromosome_19	485510	0
chromosome_19	485518	0
chromosome_19	485553	1
chromosome_19	485557	0
chromosome_19	485586	1
chromosome_19	485589	0
chromosome_19	485596	0
chromosome_19	485614	0
chromosome_19	485616	0
chromosome_19	485620	1
chromosome_19	485621	1
chromosome_19	485625	1
chromosome_19	485627	0
chromosome_19	485633	1
chromosome_19	485637	0
chromosome_19	485861	0
chromosome_19	485906	1
chromosome_19	486093	1
chromosome_19	486131	1
chromosome_19	486214	0
chromosome_19	486241	0
chromosome_19	486245	1
chromosome_19	486256	0
chromosome_19	486319	1
chromosome_19	486378	1
chromosome_19	486380	0
chromosome_19	486405	0
chromosome_19	486432	1
chromosome_19	486521	0
chromosome_19	486556	1
chromosome_19	486574	0
chromosome_19	486578	0
chromosome_19	486635	1
chromosome_19	486679	1
chromosome_19	486694	1
chromosome_19	486702	1
chromosome_19	486785	1
chromosome_19	486789	0
chromosome_19	486828	0
chromosome_19	486842	0
chromosome_19	486868	1
chromosome_19	486880	1
chromosome_19	486927	1
chromosome_19	487016	1
chromosome_19	487029	0
chromosome_19	487104	0
chromosome_19	487130	0
chromosome_19	487141	1
chromosome_19	487147	0
chromosome_19	487152	1
chromosome_19	487160	1
chromosome_19	487163	0
chromosome_19	487173	1
chromosome_19	487201	0
chromosome_19	487213	0
chromosome_19	487220	0
chromosome_19	487231	0
chromosome_19	487253	1
chromosome_19	487261	0
chromosome_19	487269	1
chromosome_19	487288	1
chromosome_19	487358	1
chromosome_19	487564	0
chromosome_19	488369	0
chromosome_19	488555	0
chromosome_19	488665	1
chromosome_19	488715	0
chromosome_19	488720	0
chromosome_19	488771	0
chromosome_19	488808	1
chromosome_19	491091	0
chromosome_19	491427	0
chromosome_19	491434	1
chromosome_19	492029	1
chromosome_19	492489	0
chromosome_19	492936	0
chromosome_19	493057	1
chromosome_19	493228	0
chromosome_19	493306	1
chromosome_19	493333	0
chromosome_19	493360	1
chromosome_19	493372	1
chromosome_19	493503	0
chromosome_19	493570	1
chromosome_19	493803	1
chromosome_19	493870	1
chromosome_19	493929	1
chromosome_19	493946	0
chromosome_19	493951	0
chromosome_19	493955	1
chromosome_19	493975	0
chromosome_19	493987	1
chromosome_19	493997	1
chromosome_19	494045	1
chromosome_19	494076	1
chromosome_19	494110	1
chromosome_19	494197	1
chromosome_19	494227	1
chromosome_19	494321	0
chromosome_19	494370	0
chromosome_19	494377	0
chromosome_19	494440	0
chromosome_19	494446	0
chromosome_19	494462	1
chromosome_19	494507	1
chromosome_19	494592	0
chromosome_19	494619	1
chromosome_19	494649	1
chromosome_19	494653	1
chromosome_19	494668	1
chromosome_19	494692	0
chromosome_19	494741	0
chromosome_19	494749	0
chromosome_19	494778	1
chromosome_19	494780	1
chromosome_19	494810	0
chromosome_19	494893	0
chromosome_19	494903	1
chromosome_19	494956	0
chromosome_19	494980	1
chromosome_19	495079	0
chromosome_19	495128	1
chromosome_19	495213	1
chromosome_19	495218	1
chromosome_19	495248	0
chromosome_19	495315	0
chromosome_19	495337	0
chromosome_19	495359	1
chromosome_19	495384	0
chromosome_19	495386	1
chromosome_19	495387	1
chromosome_19	495396	1
chromosome_19	495397	1
chromosome_19	495416	1
chromosome_19	495465	0
chromosome_19	495480	1
chromosome_19	495495	1
chromosome_19	495498	1
chromosome_19	495523	1
chromosome_19	495533	0
chromosome_19	495735	1
chromosome_19	495781	1
chromosome_19	495812	0
chromosome_19	495945	1
chromosome_19	495985	1
chromosome_19	495991	0
chromosome_19	496042	1
chromosome_19	496067	0
chromosome_19	496075	1
chromosome_19	496085	0
chromosome_19	496114	1
chromosome_19	496138	0
chromosome_19	496273	0
chromosome_19	496288	1
chromosome_19	496305	0
chromosome_19	496330	0
chromosome_19	496340	1
chromosome_19	496345	0
chromosome_19	496420	0
chromosome_19	496429	1
chromosome_19	496465	1
chromosome_19	496472	0
chromosome_19	496475	0
chromosome_19	496479	1
chromosome_19	496502	1
chromosome_19	496535	1
chromosome_19	496698	1
chromosome_19	496752	0
chromosome_19	496754	0
chromosome_19	496772	0
chromosome_19	496787	0
chromosome_19	496788	0
chromosome_19	496792	1
chromosome_19	496797	1
chromosome_19	496803	1
chromosome_19	496814	0
chromosome_19	496834	0
chromosome_19	496838	1
chromosome_19	496886	1
chromosome_19	496907	1
chromosome_19	496927	1
chromosome_19	496929	0
chromosome_19	496932	0
chromosome_19	496937	0
chromosome_19	496940	1
chromosome_19	496996	0
chromosome_19	497012	0
chromosome_19	497112	1
chromosome_19	497130	0
chromosome_19	497154	0
chromosome_19	497166	0
chromosome_19	497175	0
chromosome_19	497199	1
chromosome_19	497203	0
chromosome_19	497223	1
chromosome_19	497354	1
chromosome_19	497370	1
chromosome_19	497437	1
chromosome_19	497439	1
chromosome_19	497446	1
chromosome_19	497527	1
chromosome_19	497530	1
chromosome_19	497583	0
chromosome_19	497608	0
chromosome_19	497685	0
chromosome_19	497707	0
chromosome_19	497744	1
chromosome_19	497761	1
chromosome_19	497766	1
chromosome_19	498018	0
chromosome_19	498076	1
chromosome_19	498190	0
chromosome_19	498223	1
chromosome_19	498252	0
chromosome_19	498279	1
chromosome_19	498284	1
chromosome_19	498365	0
chromosome_19	498390	0
chromosome_19	498503	0
chromosome_19	498607	1
chromosome_19	498655	0
chromosome_19	498705	0
chromosome_19	498719	0
chromosome_19	498770	1
chromosome_19	498839	1
chromosome_19	498939	1
chromosome_19	498956	1
chromosome_19	498996	0
chromosome_19	499173	1
chromosome_19	499178	0
chromosome_19	499226	0
chromosome_19	499231	0
chromosome_19	499237	0
chromosome_19	499284	1
chromosome_19	499299	1
chromosome_19	499301	1
chromosome_19	499302	1
chromosome_19	499382	1
chromosome_19	499386	0
chromosome_19	499448	0
chromosome_19	499479	0
chromosome_19	499518	1
chromosome_19	499549	1
chromosome_19	499550	1
chromosome_19	499552	0
chromosome_19	499567	0
chromosome_19	499576	1
chromosome_19	499658	0
chromosome_19	499675	1
chromosome_19	499683	0
chromosome_19	499702	1
chromosome_19	499712	0
chromosome_19	499752	0
chromosome_19	499772	0
chromosome_19	499796	0
chromosome_19	499847	1
chromosome_19	499870	1
chromosome_19	499908	1
chromosome_19	499924	1
chromosome_19	499925	1
chromosome_19	499929	0
chromosome_19	499959	0
chromosome_19	499965	0
chromosome_19	500025	0
chromosome_19	500031	1
chromosome_19	500086	0
chromosome_19	500118	0
chromosome_19	500170	1
chromosome_19	500193	1
chromosome_19	500195	0
chromosome_19	500232	1
chromosome_19	500298	0
chromosome_19	500303	0
chromosome_19	500326	0
chromosome_19	500368	1
chromosome_19	500370	1
chromosome_19	500386	0
chromosome_19	500404	1
chromosome_19	500411	0
chromosome_19	500418	1
chromosome_19	500428	0
chromosome_19	500429	1
chromosome_19	500452	0
chromosome_19	500514	0
chromosome_19	500538	0
chromosome_19	500562	0
chromosome_19	500661	0
chromosome_19	500669	0
chromosome_19	500696	0
chromosome_19	500727	0
chromosome_19	500754	1
chromosome_19	500757	0
chromosome_19	500763	1
chromosome_19	500776	1
chromosome_19	500777	1
chromosome_19	500804	0
chromosome_19	500831	0
chromosome_19	500841	0
chromosome_19	500867	0
chromosome_19	500885	1
chromosome_19	500903	1
chromosome_19	500940	0
chromosome_19	500957	0
chromosome_19	500984	1
chromosome_19	501010	0
chromosome_19	501034	0
chromosome_19	501070	0
chromosome_19	501098	1
chromosome_19	501099	0
chromosome_19	501162	1
chromosome_19	501183	0
chromosome_19	501236	0
chromosome_19	501326	1
chromosome_19	501452	1
chromosome_19	501465	0
chromosome_19	501474	0
chromosome_19	501561	0
chromosome_19	501607	1
chromosome_19	501614	0
chromosome_19	501620	0
chromosome_19	501628	1
chromosome_19	501639	0
chromosome_19	501645	0
chromosome_19	501658	1
chromosome_19	501663	0
chromosome_19	501696	1
chromosome_19	501707	1
chromosome_19	501748	1
chromosome_19	501762	0
chromosome_19	501885	1
chromosome_19	501900	0
chromosome_19	501940	1
chromosome_19	501975	1
chromosome_19	502014	1
chromosome_19	502048	1
chromosome_19	502072	0
chromosome_19	502079	1
chromosome_19	502086	0
chromosome_19	502087	1
chromosome_19	502089	0
chromosome_19	502102	0
chromosome_19	502103	1
chromosome_19	502125	1
chromosome_19	502146	0
chromosome_19	502161	0
chromosome_19	502186	0
chromosome_19	502195	1
chromosome_19	502197	1
chromosome_19	502283	1
chromosome_19	502329	0
chromosome_19	502330	0
chromosome_19	502333	0
chromosome_19	502410	0
chromosome_19	502426	0
chromosome_19	502434	1
chromosome_19	502440	0
chromosome_19	502443	0
chromosome_19	502450	0
chromosome_19	502458	1
chromosome_19	502488	0
chromosome_19	502492	0
chromosome_19	502518	1
chromosome_19	502524	0
chromosome_19	502538	0
chromosome_19	502574	1
chromosome_19	502606	0
chromosome_19	502630	1
chromosome_19	502695	1
chromosome_19	502709	0
chromosome_19	502726	1
chromosome_19	502739	1
chromosome_19	502764	1
chromosome_19	502778	1
chromosome_19	502782	0
chromosome_19	502788	0
chromosome_19	502921	0
chromosome_19	502984	1
chromosome_19	502989	0
chromosome_19	503015	1
chromosome_19	503033	1
chromosome_19	503159	1
chromosome_19	503164	1
chromosome_19	503168	1
chromosome_19	503172	0
chromosome_19	503188	1
chromosome_19	503189	1
chromosome_19	503195	0
chromosome_19	503210	0
chromosome_19	503325	0
chromosome_19	503357	0
chromosome_19	503370	1
chromosome_19	503457	1
chromosome_19	503465	0
chromosome_19	503488	1
chromosome_19	503496	1
chromosome_19	503501	0
chromosome_19	503506	0
chromosome_19	503520	1
chromosome_19	503570	0
chromosome_19	503573	0
chromosome_19	503601	1
chromosome_19	503629	1
chromosome_19	503647	1
chromosome_19	503660	0
chromosome_19	503663	1
chromosome_19	503666	1
chromosome_19	503667	1
chromosome_19	503671	0
chromosome_19	503683	0
chromosome_19	503685	1
chromosome_19	503694	1
chromosome_19	503718	1
chromosome_19	503734	1
chromosome_19	503740	1
chromosome_19	503742	1
chromosome_19	503745	0
chromosome_19	503750	1
chromosome_19	503755	1
chromosome_19	503758	1
chromosome_19	503759	0
chromosome_19	503765	1
chromosome_19	503771	1
chromosome_19	503790	1
chromosome_19	503797	1
chromosome_19	503828	0
chromosome_19	503871	0
chromosome_19	503897	0
chromosome_19	503933	0
chromosome_19	503942	1
chromosome_19	503974	0
chromosome_19	503976	1
chromosome_19	503990	1
chromosome_19	503995	0
chromosome_19	504000	1
chromosome_19	504011	1
chromosome_19	504023	1
chromosome_19	504062	1
chromosome_19	504085	1
chromosome_19	504091	1
chromosome_19	504103	0
chromosome_19	504110	0
chromosome_19	504140	0
chromosome_19	504162	1
chromosome_19	504186	0
chromosome_20	492204	0
chromosome_20	492205	1
chromosome_20	492213	1
chromosome_20	492230	1
chromosome_20	492284	0
chromosome_20	492341	1
chromosome_20	492372	0
chromosome_20	492396	1
chromosome_20	492418	0
chromosome_20	492498	1
chromosome_20	492537	0
chromosome_20	492561	0
chromosome_20	492597	0
chromosome_20	492623	1
chromosome_20	492778	0
chromosome_20	492779	1
chromosome_20	492796	1
chromosome_20	492799	1
chromosome_20	492801	0
chromosome_20	492815	1
chromosome_20	492838	0
chromosome_20	492845	0
chromosome_20	492905	0
chromosome_20	492906	0
chromosome_20	492925	1
chromosome_20	492942	1
chromosome_20	492951	1
chromosome_20	492990	0
chromosome_20	493001	0
chromosome_20	493026	1
chromosome_20	493033	1
chromosome_20	493095	0
chromosome_20	493128	1
chromosome_20	493142	1
chromosome_20	493166	1
chromosome_20	493176	1
chromosome_20	493183	1
chromosome_20	493269	0
chromosome_20	493270	0
chromosome_20	493272	0
chromosome_20	493307	0
chromosome_20	493344	0
chromosome_20	493358	0
chromosome_20	493393	1
chromosome_20	493459	0
chromosome_20	493486	0
chromosome_20	493605	1
chromosome_20	493699	1
chromosome_20	493773	1
chromosome_20	493844	1
chromosome_20	493846	1
chromosome_20	493859	1
chromosome_20	493876	1
chromosome_20	493896	1
chromosome_20	493932	1
chromosome_20	493967	1
chromosome_20	493979	0
chromosome_20	494039	1
chromosome_20	494061	1
chromosome_20	494083	1
chromosome_20	494325	0
chromosome_20	494346	0
chromosome_20	494384	0
chromosome_20	494525	1
chromosome_20	494535	0
chromosome_20	494583	0
chromosome_20	494584	1
chromosome_20	494593	0
chromosome_20	494597	0
chromosome_20	494599	0
chromosome_20	494627	1
chromosome_20	494637	1
chromosome_20	494644	0
chromosome_20	494669	1
chromosome_20	494707	0
chromosome_20	494833	1
chromosome_20	494893	0
chromosome_20	494978	1
chromosome_20	494981	0
chromosome_20	495026	0
chromosome_20	495044	1
chromosome_20	495138	0
chromosome_20	495386	0
chromosome_20	495428	1
chromosome_20	495821	1
chromosome_20	495851	0
chromosome_20	496143	0
chromosome_20	496236	1
chromosome_20	496296	0
chromosome_20	496570	1
chromosome_20	496750	1
chromosome_20	496999	1
chromosome_20	497037	1
chromosome_20	497264	1
chromosome_20	497272	0
chromosome_20	497302	0
chromosome_20	497324	0
chromosome_20	497357	0
chromosome_20	497453	0
chromosome_20	497516	0
chromosome_20	498015	1
chromosome_20	498043	0
chromosome_20	498101	0
chromosome_20	498230	1
chromosome_20	498251	1
chromosome_20	498495	0
chromosome_20	498647	0
chromosome_20	498687	1
chromosome_20	498695	1
chromosome_20	498734	1
chromosome_20	498861	1
chromosome_20	498913	0
chromosome_20	499073	0
chromosome_20	499176	0
chromosome_20	499237	0
chromosome_20	499260	1
chromosome_20	499266	1
chromosome_20	499351	1
chromosome_20	499452	1
chromosome_20	499544	1
chromosome_20	499634	1
chromosome_20	499662	1
chromosome_20	499850	0
chromosome_20	499930	1
chromosome_20	500043	1
chromosome_20	500049	0
chromosome_20	500066	0
chromosome_20	500088	1
chromosome_20	500101	1
chromosome_20	500270	1
chromosome_20	500283	1
chromosome_20	500315	1
chromosome_20	500507	1
chromosome_20	500536	1
chromosome_20	500617	0
chromosome_20	500619	0
chromosome_20	500622	0
chromosome_20	500670	0
chromosome_20	500689	1
chromosome_20	500699	1
chromosome_20	500703	0
chromosome_20	500778	0
chromosome_20	500840	0
chromosome_20	500924	1
chromosome_20	500948	1
chromosome_20	501018	0
chromosome_20	501107	0
chromosome_20	501120	0
chromosome_20	501192	0
chromosome_20	501305	0
chromosome_20	501349	1
chromosome_20	501362	0
chromosome_20	501384	0
chromosome_20	501514	1
chromosome_20	501532	1
chromosome_20	501604	1
chromosome_20	501615	0
chromosome_20	501630	1
chromosome_20	501650	1
chromosome_20	501652	0
chromosome_20	501664	1
chromosome_20	501701	1
chromosome_20	501711	0
chromosome_20	501755	1
chromosome_20	501854	0
chromosome_20	501855	0
chromosome_20	501932	0
chromosome_20	501988	0
chromosome_20	501989	1
chromosome_20	502040	1
chromosome_20	502048	1
chromosome_20	502171	1
chromosome_20	502264	1
chromosome_20	502317	1
chromosome_20	502370	1
chromosome_20	502386	1
chromosome_20	502402	1
chromosome_20	502404	0
chromosome_20	502409	1
chromosome_20	502447	0
chromosome_20	502541	1
chromosome_20	502612	0
chromosome_20	502642	1
chromosome_20	502690	0
chromosome_20	502704	0
chromosome_20	502709	1
chromosome_20	502723	0
chromosome_20	502780	0
chromosome_20	502782	0
chromosome_20	502848	0
chromosome_20	502870	1
chromosome_20	502873	1
chromosome_20	502891	1
chromosome_20	502959	0
chromosome_20	502969	0
chromosome_20	502991	1
chromosome_20	503006	0
chromosome_20	503015	1
chromosome_20	503020	0
chromosome_20	503072	0
chromosome_20	503073	1
chromosome_20	503091	1
chromosome_20	503094	1
chromosome_20	503138	0
chromosome_20	503166	0
chromosome_20	503184	0
chromosome_20	503192	0
chromosome_20	503193	1
chromosome_20	503194	1
chromosome_20	503202	1
chromosome_20	503220	1
chromosome_20	503224	1
